timestamp,valor
2021-09-05 10:33:40,12.15
2021-09-05 10:34:40,12.05
2021-09-05 10:35:40,12.25
2021-09-05 10:36:40,12.09
2021-09-05 10:37:40,12.18
2021-09-05 10:38:40,11.89
2021-09-05 10:39:40,11.93
2021-09-05 10:40:40,12.22
2021-09-05 10:41:40,12.02
2021-09-05 10:42:40,12.11
2021-09-05 10:43:40,12.13
2021-09-05 10:44:40,12.13
2021-09-05 10:45:40,12.1
2021-09-05 10:46:40,12.06
2021-09-05 10:47:40,12.09
2021-09-05 10:48:40,12.13
2021-09-05 10:49:40,12.07
2021-09-05 10:50:40,12.14
2021-09-05 10:51:40,12.07
2021-09-05 10:52:40,12.12
2021-09-05 10:53:40,12.04
2021-09-05 10:54:40,12.18
2021-09-05 10:55:40,12.19
2021-09-05 10:56:40,12.12
2021-09-05 10:57:40,12.12
2021-09-05 10:58:40,12.2
2021-09-05 10:59:40,12.19
2021-09-05 11:00:40,12.13
2021-09-05 11:01:40,12.24
2021-09-05 11:02:40,12.16
2021-09-05 11:03:40,12.09
2021-09-05 11:04:40,12.12
2021-09-05 11:05:40,12.21
2021-09-05 11:06:40,12.11
2021-09-05 11:07:40,11.88
2021-09-05 11:08:40,11.89
2021-09-05 11:09:40,11.91
2021-09-05 11:10:40,11.77
2021-09-05 11:11:40,11.91
2021-09-05 11:12:40,11.94
2021-09-05 11:13:40,11.88
2021-09-05 11:14:40,11.97
2021-09-05 11:15:40,11.92
2021-09-05 11:16:40,11.99
2021-09-05 11:17:40,12.18
2021-09-05 11:18:40,12.16
2021-09-05 11:19:40,12.29
2021-09-05 11:20:40,12.15
2021-09-05 11:21:40,12.25
2021-09-05 11:22:40,12.21
2021-09-05 11:23:40,12.21
2021-09-05 11:24:40,12.2
2021-09-05 11:25:40,12.24
2021-09-05 11:26:40,12.16
2021-09-05 11:27:40,12.12
2021-09-05 11:28:40,12.17
2021-09-05 11:29:40,12.29
2021-09-05 11:30:40,12.18
2021-09-05 11:31:40,12.16
2021-09-05 11:32:40,12.12
2021-09-05 11:33:40,12.27
2021-09-05 11:34:40,12.17
2021-09-05 11:35:40,12.17
2021-09-05 11:36:40,12.22
2021-09-05 11:37:40,12.17
2021-09-05 11:38:40,12.14
2021-09-05 11:39:40,12.13
2021-09-05 11:40:40,12.02
2021-09-05 11:41:40,12.04
2021-09-05 11:42:40,12.15
2021-09-05 11:43:40,12.06
2021-09-05 11:44:40,11.58
2021-09-05 11:45:40,11.83
2021-09-05 11:46:40,11.84
2021-09-05 11:47:40,11.9
2021-09-05 11:48:40,11.86
2021-09-05 11:49:40,11.73
2021-09-05 11:50:40,11.87
2021-09-05 11:51:40,11.9
2021-09-05 11:52:40,11.89
2021-09-05 11:53:40,11.78
2021-09-05 11:54:40,12.07
2021-09-05 11:55:40,12.2
2021-09-05 11:56:40,12.08
2021-09-05 11:57:40,12.12
2021-09-05 11:58:40,12.29
2021-09-05 11:59:40,12.18
2021-09-05 12:00:40,12.29
2021-09-05 12:01:40,12.12
2021-09-05 12:02:40,12.15
2021-09-05 12:03:40,12.17
2021-09-05 12:04:40,12.06
2021-09-05 12:05:40,12.07
2021-09-05 12:06:40,12.11
2021-09-05 12:07:40,12.1
2021-09-05 12:08:40,12.1
2021-09-05 12:09:40,12.16
2021-09-05 12:10:40,12.1
2021-09-05 12:11:40,12.1
2021-09-05 12:12:40,12.01
2021-09-05 12:13:40,12.23
2021-09-05 12:14:40,12.07
2021-09-05 12:15:40,12.08
2021-09-05 12:16:40,12.11
2021-09-05 12:17:40,12.02
2021-09-05 12:18:40,12.04
2021-09-05 12:19:40,12.03
2021-09-05 12:20:40,12.01
2021-09-05 12:21:40,12.07
2021-09-05 12:22:40,12.02
2021-09-05 12:23:40,12.14
2021-09-05 12:24:40,12.02
2021-09-05 12:25:40,11.99
2021-09-05 12:26:40,12.08
2021-09-05 12:27:40,12.04
2021-09-05 12:28:40,12.12
2021-09-05 12:29:40,12.04
2021-09-05 12:30:40,12.1
2021-09-05 12:31:40,11.91
2021-09-05 12:32:40,11.89
2021-09-05 12:33:40,12.01
2021-09-05 12:34:40,12.05
2021-09-05 12:35:40,12.12
2021-09-05 12:36:40,12.14
2021-09-05 12:37:40,11.78
2021-09-05 12:38:40,11.82
2021-09-05 12:39:40,11.97
2021-09-05 12:40:40,12.09
2021-09-05 12:41:40,12.08
2021-09-05 12:42:40,12.4
2021-09-05 12:43:40,12.25
2021-09-05 12:44:40,12.35
2021-09-05 12:45:40,12.29
2021-09-05 12:46:40,12.4
2021-09-05 12:47:40,12.23
2021-09-05 12:48:40,12.23
2021-09-05 12:49:40,12.23
2021-09-05 12:50:40,12.37
2021-09-05 12:51:40,12.24
2021-09-05 12:52:40,12.27
2021-09-05 12:53:40,12.27
2021-09-05 12:54:40,12.14
2021-09-05 12:55:40,12.15
2021-09-05 12:56:40,12.2
2021-09-05 12:57:40,12.12
2021-09-05 12:58:40,12.23
2021-09-05 12:59:40,12.13
2021-09-05 13:00:40,12.15
2021-09-05 13:01:40,12.25
2021-09-05 13:02:40,12.35
2021-09-05 13:03:40,12.31
2021-09-05 13:04:40,12.37
2021-09-05 13:05:40,12.09
2021-09-05 13:06:40,11.97
2021-09-05 13:07:40,11.86
2021-09-05 13:08:40,12.21
2021-09-05 13:09:40,12.25
2021-09-05 13:10:40,12.27
2021-09-05 13:11:40,12.26
2021-09-05 13:12:40,12.21
2021-09-05 13:13:40,12.06
2021-09-05 13:14:40,12.26
2021-09-05 13:15:40,12.27
2021-09-05 13:16:40,12.04
2021-09-05 13:17:40,12.05
2021-09-05 13:18:40,12.11
2021-09-05 13:19:40,12.03
2021-09-05 13:20:40,12.18
2021-09-05 13:21:40,12.21
2021-09-05 13:22:40,12.13
2021-09-05 13:23:40,12.16
2021-09-05 13:24:40,12.42
2021-09-05 13:25:40,12.42
2021-09-05 13:26:40,12.18
2021-09-05 13:27:40,12.15
2021-09-05 13:28:40,12.29
2021-09-05 13:29:40,12.3
2021-09-05 13:30:40,12.1
2021-09-05 13:31:40,12.1
2021-09-05 13:32:40,12.22
2021-09-05 13:33:40,12.21
2021-09-05 13:34:40,12.19
2021-09-05 13:35:40,12.23
2021-09-05 13:36:40,12.06
2021-09-05 13:37:40,12.17
2021-09-05 13:38:40,12.09
2021-09-05 13:39:40,12.18
2021-09-05 13:40:40,12.06
2021-09-05 13:41:40,12.22
2021-09-05 13:42:40,12.18
2021-09-05 13:43:40,12.03
2021-09-05 13:44:40,12.1
2021-09-05 13:45:40,12.15
2021-09-05 13:46:40,11.83
2021-09-05 13:47:40,12.06
2021-09-05 13:48:40,12.06
2021-09-05 13:49:40,12.07
2021-09-05 13:50:40,12.12
2021-09-05 13:51:40,12.05
2021-09-05 13:52:40,12.21
2021-09-05 13:53:40,12.01
2021-09-05 13:54:40,12.02
2021-09-05 13:55:40,12.06
2021-09-05 13:56:40,12.05
2021-09-05 13:57:40,12.02
2021-09-05 13:58:40,12.2
2021-09-05 13:59:40,12.16
2021-09-05 14:00:40,12.17
2021-09-05 14:01:40,12.18
2021-09-05 14:02:40,12.25
2021-09-05 14:03:40,12.16
2021-09-05 14:04:40,12.25
2021-09-05 14:05:40,12.06
2021-09-05 14:06:40,12.14
2021-09-05 14:07:40,12.08
2021-09-05 14:08:40,12.14
2021-09-05 14:09:40,12.17
2021-09-05 14:10:40,12.23
2021-09-05 14:11:40,12.14
2021-09-05 14:12:40,12.09
2021-09-05 14:13:40,12.18
2021-09-05 14:14:40,12.12
2021-09-05 14:15:40,12.05
2021-09-05 14:16:40,11.74
2021-09-05 14:17:40,11.78
2021-09-05 14:18:40,11.84
2021-09-05 14:19:40,11.69
2021-09-05 14:20:40,12.17
2021-09-05 14:21:40,12.11
2021-09-05 14:22:40,12.17
2021-09-05 14:23:40,12.12
2021-09-05 14:24:40,12.11
2021-09-05 14:25:40,12.03
2021-09-05 14:26:40,12.11
2021-09-05 14:27:40,12.17
2021-09-05 14:28:40,12.06
2021-09-05 14:29:40,12.18
2021-09-05 14:30:40,12.16
2021-09-05 14:31:40,12.0
2021-09-05 14:32:40,12.2
2021-09-05 14:33:40,12.15
2021-09-05 14:34:40,12.09
2021-09-05 14:35:40,11.99
2021-09-05 14:36:40,12.09
2021-09-05 14:37:40,12.06
2021-09-05 14:38:40,12.07
2021-09-05 14:39:40,12.07
2021-09-05 14:40:40,12.09
