timestamp,valor
2021-07-24 11:18:19,11.79
2021-07-24 11:19:19,11.82
2021-07-24 11:20:19,11.85
2021-07-24 11:21:19,11.85
2021-07-24 11:22:19,11.85
2021-07-24 11:23:19,11.85
2021-07-24 11:24:19,11.74
2021-07-24 11:25:19,11.75
2021-07-24 11:26:19,11.63
2021-07-24 11:27:19,11.72
2021-07-24 11:28:19,11.81
2021-07-24 11:29:20,11.78
2021-07-24 11:30:20,11.75
2021-07-24 11:31:20,11.81
2021-07-24 11:32:20,11.8
2021-07-24 11:33:20,11.8
2021-07-24 11:34:20,11.8
2021-07-24 11:35:20,11.86
2021-07-24 11:36:20,12.03
2021-07-24 11:37:20,11.94
2021-07-24 11:38:20,12.07
2021-07-24 11:39:20,12.03
2021-07-24 11:40:20,11.93
2021-07-24 11:41:20,11.9
2021-07-24 11:42:20,12.06
2021-07-24 11:43:20,12.02
2021-07-24 11:44:20,11.99
2021-07-24 11:45:20,12.05
2021-07-24 11:46:20,12.13
2021-07-24 11:47:20,12.0
2021-07-24 11:48:20,11.89
2021-07-24 11:49:20,11.95
2021-07-24 11:50:20,11.87
2021-07-24 11:51:20,11.94
2021-07-24 11:52:20,11.94
2021-07-24 11:53:20,11.99
2021-07-24 11:54:20,11.99
2021-07-24 11:55:20,11.98
2021-07-24 11:56:20,11.99
2021-07-24 11:57:20,11.87
2021-07-24 11:58:20,11.9
2021-07-24 11:59:20,11.97
2021-07-24 12:00:20,11.85
2021-07-24 12:01:20,11.83
2021-07-24 12:02:20,11.9
2021-07-24 12:03:20,11.9
2021-07-24 12:04:20,11.75
2021-07-24 12:05:20,12.0
2021-07-24 12:06:20,11.93
2021-07-24 12:07:20,11.89
2021-07-24 12:08:20,12.01
2021-07-24 12:09:20,12.07
2021-07-24 12:10:20,12.13
2021-07-24 12:11:20,12.09
2021-07-24 12:12:20,12.05
2021-07-24 12:13:21,12.03
2021-07-24 12:14:20,12.06
2021-07-24 12:15:20,12.0
2021-07-24 12:16:20,12.0
2021-07-24 12:17:20,11.94
2021-07-24 12:18:20,11.86
2021-07-24 12:19:20,11.99
2021-07-24 12:20:20,11.99
2021-07-24 12:21:20,11.93
2021-07-24 12:22:20,11.93
2021-07-24 12:23:20,11.86
2021-07-24 12:24:20,11.89
2021-07-24 12:25:20,11.89
2021-07-24 12:26:20,11.89
2021-07-24 12:27:20,11.99
2021-07-24 12:28:20,12.03
2021-07-24 12:29:20,11.81
2021-07-24 12:30:20,11.98
2021-07-24 12:31:20,11.95
2021-07-24 12:32:20,12.01
2021-07-24 12:33:20,12.01
2021-07-24 12:34:20,11.98
2021-07-24 12:35:20,11.98
2021-07-24 12:36:20,12.05
2021-07-24 12:37:20,12.0
2021-07-24 12:38:20,12.05
2021-07-24 12:39:20,11.92
2021-07-24 12:40:20,12.02
2021-07-24 12:41:20,12.02
2021-07-24 12:42:20,12.11
2021-07-24 12:43:20,12.18
2021-07-24 12:44:20,12.18
2021-07-24 12:45:20,12.18
2021-07-24 12:46:20,12.19
2021-07-24 12:47:20,12.14
2021-07-24 12:48:20,12.24
2021-07-24 12:49:20,12.24
2021-07-24 12:50:20,12.24
2021-07-24 12:51:20,11.98
2021-07-24 12:52:20,11.98
2021-07-24 12:53:20,11.96
2021-07-24 12:54:20,11.96
2021-07-24 12:55:20,12.06
2021-07-24 12:56:20,12.01
2021-07-24 12:57:20,12.01
2021-07-24 12:58:20,12.01
2021-07-24 12:59:20,12.01
2021-07-24 13:00:20,12.07
2021-07-24 13:01:20,12.14
2021-07-24 13:02:20,12.18
2021-07-24 13:03:20,12.12
2021-07-24 13:04:20,12.12
2021-07-24 13:05:20,12.02
2021-07-24 13:06:20,12.02
2021-07-24 13:07:20,12.07
2021-07-24 13:08:20,12.08
2021-07-24 13:09:20,12.08
2021-07-24 13:10:20,12.21
2021-07-24 13:11:20,12.05
2021-07-24 13:12:20,12.05
2021-07-24 13:13:20,12.11
2021-07-24 13:14:20,12.12
2021-07-24 13:15:20,12.16
2021-07-24 13:16:20,12.12
2021-07-24 13:17:20,12.07
2021-07-24 13:18:20,12.06
2021-07-24 13:19:20,12.2
2021-07-24 13:20:20,12.06
2021-07-24 13:21:20,12.26
2021-07-24 13:22:20,12.26
2021-07-24 13:23:20,12.31
2021-07-24 13:24:20,12.08
2021-07-24 13:25:20,12.25
2021-07-24 13:26:20,12.02
2021-07-24 13:27:20,12.08
2021-07-24 13:28:20,12.1
2021-07-24 13:29:20,12.18
2021-07-24 13:30:20,12.18
2021-07-24 13:31:20,12.18
2021-07-24 13:32:20,12.04
2021-07-24 13:33:20,12.04
2021-07-24 13:34:20,12.05
2021-07-24 13:35:20,12.0
2021-07-24 13:36:20,12.1
2021-07-24 13:37:20,12.05
2021-07-24 13:38:20,12.03
2021-07-24 13:39:20,12.0
2021-07-24 13:40:20,12.17
2021-07-24 13:41:20,12.04
2021-07-24 13:42:20,12.18
2021-07-24 13:43:20,12.05
2021-07-24 13:44:20,12.05
2021-07-24 13:45:20,12.16
2021-07-24 13:46:20,12.16
2021-07-24 13:47:20,12.12
2021-07-24 13:48:20,12.25
2021-07-24 13:49:20,12.22
2021-07-24 13:50:20,12.22
2021-07-24 13:51:20,12.12
2021-07-24 13:52:20,12.11
2021-07-24 13:53:20,12.11
2021-07-24 13:54:20,12.11
2021-07-24 13:55:20,12.13
2021-07-24 13:56:20,12.17
2021-07-24 13:57:20,12.2
2021-07-24 13:58:20,12.2
2021-07-24 13:59:20,12.04
2021-07-24 14:00:20,12.04
2021-07-24 14:01:20,12.04
2021-07-24 14:02:20,12.04
2021-07-24 14:03:20,12.03
2021-07-24 14:04:20,12.18
2021-07-24 14:05:20,12.16
2021-07-24 14:06:20,12.05
2021-07-24 14:07:20,12.14
2021-07-24 14:08:20,12.14
2021-07-24 14:09:20,12.03
2021-07-24 14:10:20,12.15
2021-07-24 14:11:20,12.05
2021-07-24 14:12:20,12.13
2021-07-24 14:13:20,12.11
2021-07-24 14:14:20,12.11
2021-07-24 14:15:20,12.15
2021-07-24 14:16:20,12.04
2021-07-24 14:19:20,12.11
2021-07-24 14:20:20,12.19
2021-07-24 14:21:20,12.18
2021-07-24 14:22:20,12.31
2021-07-24 14:23:20,12.31
2021-07-24 14:24:20,12.3
2021-07-24 14:25:20,12.35
2021-07-24 14:26:20,12.33
2021-07-24 14:27:20,12.29
2021-07-24 14:28:20,12.29
2021-07-24 14:29:20,12.29
2021-07-24 14:30:20,12.33
2021-07-24 14:31:20,12.33
2021-07-24 14:32:20,12.06
2021-07-24 14:33:20,12.1
2021-07-24 14:34:20,12.16
2021-07-24 14:35:20,12.16
2021-07-24 14:36:20,12.23
2021-07-24 14:37:20,12.23
2021-07-24 14:38:20,12.11
2021-07-24 14:39:20,12.11
2021-07-24 14:40:20,12.2
2021-07-24 14:41:20,12.1
2021-07-24 14:42:20,12.2
2021-07-24 14:43:20,12.11
2021-07-24 14:44:20,12.16
2021-07-24 14:45:20,12.05
2021-07-24 14:46:20,12.05
2021-07-24 14:47:20,12.05
2021-07-24 14:48:20,12.17
2021-07-24 14:49:20,12.13
2021-07-24 14:50:20,12.1
2021-07-24 14:51:20,12.1
2021-07-24 14:52:20,12.19
2021-07-24 14:53:20,12.19
2021-07-24 14:54:20,11.99
2021-07-24 14:55:20,12.12
2021-07-24 14:56:20,12.12
2021-07-24 14:57:20,12.06
2021-07-24 14:58:20,11.94
2021-07-24 14:59:20,11.94
2021-07-24 15:00:20,11.94
2021-07-24 15:01:20,12.24
2021-07-24 15:02:20,12.07
2021-07-24 15:03:20,12.07
2021-07-24 15:04:20,12.32
2021-07-24 15:05:20,12.11
2021-07-24 15:06:20,12.26
2021-07-24 15:07:20,12.13
2021-07-24 15:08:20,12.17
2021-07-24 15:09:20,12.17
2021-07-24 15:10:20,12.17
2021-07-24 15:11:20,12.19
2021-07-24 15:12:20,12.1
2021-07-24 15:13:20,12.21
2021-07-24 15:14:20,12.21
2021-07-24 15:15:20,12.33
2021-07-24 15:16:20,12.33
2021-07-24 15:17:20,12.15
2021-07-24 15:18:20,12.04
2021-07-24 15:19:20,11.95
2021-07-24 15:20:20,11.96
2021-07-24 15:21:20,11.96
2021-07-24 15:22:20,12.05
2021-07-24 15:23:20,12.09
2021-07-24 15:24:20,12.12
2021-07-24 15:25:20,12.12
2021-07-24 15:26:20,12.12
2021-07-24 15:27:20,12.14
2021-07-24 15:28:20,12.14
2021-07-24 15:29:20,12.01
2021-07-24 15:30:20,12.18
2021-07-24 15:31:20,12.1
2021-07-24 15:32:20,11.96
2021-07-24 15:33:20,12.04
2021-07-24 15:34:20,12.19
2021-07-24 15:35:20,12.06
2021-07-24 15:36:20,12.06
2021-07-24 15:37:20,11.99
2021-07-24 15:38:20,12.08
2021-07-24 15:39:20,12.17
2021-07-24 15:40:20,12.02
2021-07-24 15:41:20,12.15
2021-07-24 15:42:20,12.15
2021-07-24 15:43:20,12.07
2021-07-24 15:44:20,12.23
2021-07-24 15:45:20,12.23
2021-07-24 15:46:20,12.23
2021-07-24 15:47:20,12.23
2021-07-24 15:48:20,11.96
2021-07-24 15:49:20,12.22
2021-07-24 15:50:20,12.05
2021-07-24 15:51:20,12.16
2021-07-24 15:52:20,12.16
2021-07-24 15:53:20,12.25
2021-07-24 15:54:20,12.06
2021-07-24 15:55:20,12.08
2021-07-24 15:56:20,12.18
2021-07-24 15:57:20,12.18
2021-07-24 15:58:20,12.18
2021-07-24 15:59:20,12.18
2021-07-24 16:00:20,12.18
2021-07-24 16:01:20,12.07
2021-07-24 16:02:21,11.96
2021-07-24 16:03:20,11.96
2021-07-24 16:04:21,12.15
2021-07-24 16:05:20,12.04
2021-07-24 16:06:20,12.08
2021-07-24 16:07:20,12.05
2021-07-24 16:08:21,12.14
2021-07-24 16:09:20,12.14
2021-07-24 16:10:21,12.15
2021-07-24 16:11:20,12.03
2021-07-24 16:12:20,11.96
2021-07-24 16:13:20,12.07
