timestamp,valor
2021-08-28 11:25:07,12.09
2021-08-28 11:26:06,12.0
2021-08-28 11:27:06,12.07
2021-08-28 11:28:06,12.13
2021-08-28 11:29:06,12.13
2021-08-28 11:30:06,12.18
2021-08-28 11:31:06,12.02
2021-08-28 11:32:06,12.13
2021-08-28 11:33:06,12.14
2021-08-28 11:34:06,11.91
2021-08-28 11:35:06,11.88
2021-08-28 11:36:06,12.1
2021-08-28 11:37:06,11.87
2021-08-28 11:38:06,11.96
2021-08-28 11:39:06,11.94
2021-08-28 11:40:06,11.98
2021-08-28 11:41:06,11.92
2021-08-28 11:42:06,12.06
2021-08-28 11:43:06,11.88
2021-08-28 11:44:06,12.07
2021-08-28 11:45:06,11.87
2021-08-28 11:46:06,12.05
2021-08-28 11:47:06,11.85
2021-08-28 11:48:06,11.92
2021-08-28 11:49:06,11.95
2021-08-28 11:50:06,11.92
2021-08-28 11:51:06,11.98
2021-08-28 11:52:06,11.87
2021-08-28 11:53:06,12.07
2021-08-28 11:54:06,11.61
2021-08-28 11:55:06,12.03
2021-08-28 11:56:06,11.97
2021-08-28 11:57:06,11.85
2021-08-28 11:58:06,11.83
2021-08-28 11:59:06,11.81
2021-08-28 12:00:06,11.94
2021-08-28 12:01:06,11.92
2021-08-28 12:02:06,11.72
2021-08-28 12:03:06,11.73
2021-08-28 12:04:06,11.77
2021-08-28 12:05:06,11.77
2021-08-28 12:06:06,12.01
2021-08-28 12:07:06,12.05
2021-08-28 12:08:06,11.97
2021-08-28 12:09:06,11.95
2021-08-28 12:10:06,12.08
2021-08-28 12:11:06,12.08
2021-08-28 12:12:06,11.83
2021-08-28 12:13:06,12.03
2021-08-28 12:14:06,11.9
2021-08-28 12:15:06,12.09
2021-08-28 12:16:06,12.01
2021-08-28 12:17:09,12.1
2021-08-28 12:18:06,11.93
2021-08-28 12:19:06,12.0
2021-08-28 12:20:06,12.07
2021-08-28 12:21:06,12.05
2021-08-28 12:22:06,11.99
2021-08-28 12:23:06,11.93
2021-08-28 12:24:06,11.9
2021-08-28 12:25:06,12.07
2021-08-28 12:26:06,12.1
2021-08-28 12:27:06,11.84
2021-08-28 12:28:06,11.92
2021-08-28 12:29:06,12.0
2021-08-28 12:30:06,12.11
2021-08-28 12:31:06,12.09
2021-08-28 12:32:06,12.1
2021-08-28 12:33:06,12.08
2021-08-28 12:34:06,12.12
2021-08-28 12:35:06,12.17
2021-08-28 12:36:06,12.17
2021-08-28 12:37:06,12.07
2021-08-28 12:38:06,12.2
2021-08-28 12:39:06,12.25
2021-08-28 12:40:06,12.13
2021-08-28 12:41:06,12.05
2021-08-28 12:42:06,11.98
2021-08-28 12:43:06,11.79
2021-08-28 12:44:06,11.82
2021-08-28 12:45:06,11.67
2021-08-28 12:46:06,11.72
2021-08-28 12:47:06,11.62
2021-08-28 12:48:06,11.7
2021-08-28 12:49:06,11.84
2021-08-28 12:50:06,12.17
2021-08-28 12:51:06,11.99
2021-08-28 12:52:06,11.97
2021-08-28 12:53:06,12.13
2021-08-28 12:54:06,11.97
2021-08-28 12:55:06,12.04
2021-08-28 12:56:06,11.96
2021-08-28 12:57:06,11.87
2021-08-28 12:58:06,12.06
2021-08-28 12:59:06,12.11
2021-08-28 13:00:06,11.61
2021-08-28 13:01:06,11.84
2021-08-28 13:02:06,12.03
2021-08-28 13:03:06,11.95
2021-08-28 13:04:06,11.91
2021-08-28 13:05:06,12.04
2021-08-28 13:06:06,12.03
2021-08-28 13:07:06,11.96
2021-08-28 13:08:06,11.99
2021-08-28 13:09:06,12.1
2021-08-28 13:10:06,11.91
2021-08-28 13:11:06,12.02
2021-08-28 13:12:06,11.84
2021-08-28 13:13:06,11.84
2021-08-28 13:14:06,12.09
2021-08-28 13:15:06,12.15
2021-08-28 13:16:06,11.92
2021-08-28 13:17:06,12.02
2021-08-28 13:18:06,11.84
2021-08-28 13:19:06,12.07
2021-08-28 13:20:06,11.98
2021-08-28 13:21:06,11.88
2021-08-28 13:22:06,12.07
2021-08-28 13:23:06,11.94
2021-08-28 13:24:06,11.93
2021-08-28 13:25:06,11.95
2021-08-28 13:26:06,12.01
2021-08-28 13:27:06,12.02
2021-08-28 13:28:06,11.99
2021-08-28 13:29:06,11.69
2021-08-28 13:30:06,11.99
2021-08-28 13:31:06,12.0
2021-08-28 13:32:06,11.95
2021-08-28 13:33:06,11.93
2021-08-28 13:34:06,11.86
2021-08-28 13:35:06,12.03
2021-08-28 13:36:06,12.02
2021-08-28 13:37:06,12.07
2021-08-28 13:38:06,11.93
2021-08-28 13:39:06,11.92
2021-08-28 13:40:06,11.82
2021-08-28 13:41:06,11.78
2021-08-28 13:42:06,11.54
2021-08-28 13:43:06,11.48
2021-08-28 13:44:06,11.5
2021-08-28 13:45:06,11.53
2021-08-28 13:46:06,11.53
2021-08-28 13:47:06,11.65
2021-08-28 13:48:06,11.66
2021-08-28 13:49:06,11.72
2021-08-28 13:50:06,11.97
2021-08-28 13:51:06,11.75
2021-08-28 13:52:06,11.93
2021-08-28 13:53:06,12.24
2021-08-28 13:54:06,12.1
2021-08-28 13:55:06,12.12
2021-08-28 13:56:06,11.96
2021-08-28 13:57:06,12.01
2021-08-28 13:58:06,12.1
2021-08-28 13:59:06,12.04
2021-08-28 14:00:06,12.1
2021-08-28 14:01:06,12.21
2021-08-28 14:02:06,12.03
2021-08-28 14:03:06,12.15
2021-08-28 14:04:06,11.78
2021-08-28 14:05:06,11.69
2021-08-28 14:06:06,11.86
2021-08-28 14:07:06,12.09
2021-08-28 14:08:06,11.94
2021-08-28 14:09:06,12.08
2021-08-28 14:10:06,12.12
2021-08-28 14:11:06,12.06
2021-08-28 14:12:06,12.26
2021-08-28 14:13:06,12.17
2021-08-28 14:14:06,12.17
2021-08-28 14:15:06,11.97
2021-08-28 14:16:06,12.03
2021-08-28 14:17:06,12.19
2021-08-28 14:18:06,12.09
2021-08-28 14:19:06,12.13
2021-08-28 14:20:06,12.17
2021-08-28 14:21:06,12.21
2021-08-28 14:22:06,12.21
2021-08-28 14:23:06,12.0
2021-08-28 14:24:06,12.02
2021-08-28 14:25:06,12.22
2021-08-28 14:26:06,12.17
2021-08-28 14:27:06,12.19
2021-08-28 14:28:06,12.19
2021-08-28 14:29:06,12.0
2021-08-28 14:30:06,12.18
2021-08-28 14:31:06,12.13
2021-08-28 14:32:06,12.21
2021-08-28 14:33:06,12.27
2021-08-28 14:34:06,11.7
2021-08-28 14:35:06,12.22
2021-08-28 14:36:06,12.29
2021-08-28 14:37:06,12.1
2021-08-28 14:38:06,12.22
2021-08-28 14:39:06,12.17
2021-08-28 14:40:06,12.04
2021-08-28 14:41:06,12.07
2021-08-28 14:42:06,12.23
2021-08-28 14:43:06,12.3
2021-08-28 14:44:06,12.23
2021-08-28 14:45:06,12.15
2021-08-28 14:46:06,12.18
2021-08-28 14:47:06,12.12
2021-08-28 14:48:06,12.22
2021-08-28 14:49:06,12.11
2021-08-28 14:50:06,12.19
2021-08-28 14:51:06,12.01
2021-08-28 14:52:06,12.19
2021-08-28 14:53:06,12.14
2021-08-28 14:54:06,11.94
2021-08-28 14:55:06,11.94
2021-08-28 14:56:06,12.14
2021-08-28 14:57:06,12.17
